Package Name,Functions,Data Safety Labels
ae.propertyfinder.propertyfinder,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.location.LocationManager.requestLocationUpdates,android.os.PowerManager.getCurrentThermalStatus","App info and performance,App activity,Precise location,Diagnostics"
ai.replika.app,"android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getThreadPolicy","Personal info,App info and performance"
air.bg.lan.Monopoli,"android.os.PowerManager.getCurrentThermalStatus,android.location.LocationManager.getLastKnownLocation,android.os.Debug.getMemoryInfo,android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getTotalSpace,android.app.ActivityManager.getRunningTasks,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningAppProcesses","Diagnostics,Location,Precise location,Approximate location,Device or other IDs,Other app performance data,App activity"
air.br.com.domino.mobile,android.telephony.TelephonyManager.getLine1Number,Phone number
air.com.aceviral.motox3m,"android.telephony.TelephonyManager.getLine1Number,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy","Personal info,Phone number,App info and performance"
air.com.darkdome.nowhere.house,"android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy","App info and performance,Diagnostics,Device or other IDs,Personal info,App activity"
air.com.darkdome.unwanted.experiment,"android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkCountryIso,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Diagnostics,Device or other IDs,Personal info,App activity"
air.com.games2win.internationalfashionstylist,java.io.File.getUsableSpace,Other app performance data
air.com.jogatina.domino.android,"java.io.File.getFreeSpace,java.io.File.getTotalSpace",Other app performance data
air.com.KalromSystems.SandDrawLite,"android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,App info and performance,Personal info,Diagnostics"
air.com.sgn.cookiejam.gp,android.os.PowerManager.getCurrentThermalStatus,Diagnostics
air.com.starfall.more,android.os.StrictMode.getThreadPolicy,App info and performance
air.com.wizits.buddies,android.telephony.TelephonyManager.getLine1Number,Phone number
air.SchoolPublic,"android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus","Personal info,App info and performance,Diagnostics"
alpha.sticker.maker,"android.os.PowerManager.getCurrentThermalStatus,java.io.File.getFreeSpace,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.app.ActivityManager.getRunningTasks,java.io.File.getTotalSpace,android.os.StrictMode.getVmPolicy","App info and performance,Diagnostics,Other app performance data,App activity"
altergames.carlauncher,"android.location.LocationManager.registerGnssStatusCallback,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.bluetooth.BluetoothAdapter.getBondedDevices,android.app.ActivityManager.getRunningAppProcesses,android.location.LocationManager.requestLocationUpdates","Location,Precise location,App info and performance,Device or other IDs,App activity,Approximate location"
amonguslock.amonguslockscreen.amonglock,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName,android.app.ActivityManager.getRunningAppProcesses","Personal info,App activity"
amuseworks.thermometer,android.telephony.TelephonyManager.getNetworkCountryIso,Personal info
and.dinlygo.tilepair3d,"java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,java.io.File.getTotalSpace","App info and performance,Other app performance data,Personal info,Device or other IDs,Diagnostics"
and.dinlygo.tripletile3d,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,android.os.PowerManager.getCurrentThermalStatus,android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getThreadPolicy,java.io.File.getFreeSpace,android.os.StrictMode.getVmPolicy","Personal info,Device or other IDs,App info and performance,Other app performance data,Diagnostics"
and.lihuhu.machingtriple,"android.os.BatteryManager.getIntProperty,android.os.StrictMode.getVmPolicy,java.io.File.getFreeSpace,android.os.StrictMode.getThreadPolicy,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName","App info and performance,Diagnostics,Other app performance data,Device or other IDs,Personal info"
and.lihuhu.mahjong3d,"android.os.StrictMode.getThreadPolicy,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkCountryIso,android.net.wifi.WifiInfo.getSSID,android.app.ActivityManager.getRunningAppProcesses,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperator","App info and performance,Other app performance data,Personal info,Device or other IDs,App activity,Diagnostics"
and.lihuhu.mahjongtriple3d,"android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getFreeSpace,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkOperator","App activity,App info and performance,Diagnostics,Personal info,Other app performance data,Device or other IDs"
and.lihuhu.matchpair3d,"android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,java.io.File.getTotalSpace,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getThreadPolicy,java.io.File.getFreeSpace","App info and performance,Diagnostics,Personal info,Other app performance data,Device or other IDs"
app.android.qrscanner,"android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy","App info and performance,Diagnostics,App activity"
app.feelsy,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
app.foryou,"java.io.File.getTotalSpace,android.os.Build.getSerial,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getUsableSpace","Other app performance data,Device or other IDs"
app.geoloc,android.os.PowerManager.getCurrentThermalStatus,Diagnostics
app.plant.identification,"java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.location.LocationManager.getLastKnownLocation,java.io.File.getTotalSpace","Other app performance data,Personal info,Precise location,Approximate location"
arproductions.andrew.worklog,"android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName","Device or other IDs,Personal info"
asav.roomtemprature,"android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus","Personal info,App info and performance,Diagnostics"
at.nk.tools.iTranslate,"java.io.File.getTotalSpace,java.io.File.getFreeSpace",Other app performance data
au.com.quadropoly.businessboard,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkCountryIso,android.app.ActivityManager.getRunningAppProcesses,android.app.ActivityManager.getRunningTasks","App info and performance,Device or other IDs,Diagnostics,Personal info,App activity"
au.com.shiftyjelly.pocketcasts,"android.net.wifi.WifiInfo.getSSID,android.app.ActivityManager.getRunningAppProcesses","Device or other IDs,App activity"
audio.sound.effect.bass.virtrualizer.equalizer,"android.os.BatteryManager.getIntProperty,android.os.PowerManager.getCurrentThermalStatus",Diagnostics
audio.volume.bass.booster.equalizer,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningTasks,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Diagnostics,App activity"
audioeditor.musiceditor.soundeditor.songeditor,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
backgammon.classic.free.online.live.gamao,"android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getDataNetworkType,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getTotalSpace,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getFreeSpace","App info and performance,Diagnostics,App activity,Device or other IDs,Personal info,Other app performance data"
ball.sort.puzzle.color.sorting.bubble.games,"java.io.File.getTotalSpace,java.io.File.getFreeSpace",Other app performance data
bang.boom.bam.io,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
batalsoft.band.live.rock,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,java.io.File.getFreeSpace","Personal info,Other app performance data"
battle.iron.suit,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
bcom.rrdianshiase.table,"android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningAppProcesses,android.app.ActivityManager.getRunningTasks,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperatorName","App info and performance,Personal info,Other app performance data,App activity,Diagnostics"
beatmaker.edm.musicgames.FNF,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
beatmaker.edm.musicgames.gunsounds,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
beatmaker.edm.musicgames.PianoGames,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
beauty.selfiecamera.beautycam.youbeautymakeup,"android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getFreeSpace,android.os.BatteryManager.getIntProperty,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy","Device or other IDs,App info and performance,Other app performance data,Diagnostics,Personal info,App activity"
beetles.puzzle.solitaire,"android.os.StrictMode.getVmPolicy,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getSubscriberId,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningTasks,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperator,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperatorName","App info and performance,Other app performance data,Device or other IDs,Personal info,App activity,Diagnostics"
best.photo.app.mermaid,"android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getThreadPolicy,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningAppProcesses","Device or other IDs,App info and performance,Other app performance data,Personal info,Diagnostics,App activity"
biz.arrowstar.funnyfood2,"android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningTasks,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.PowerManager.getCurrentThermalStatus","App activity,Device or other IDs,Personal info,App info and performance,Diagnostics"
biz.arrowstar.funnyfood3,"android.telephony.TelephonyManager.getNetworkCountryIso,android.app.ActivityManager.getRunningTasks,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperatorName","Personal info,App activity,App info and performance,Diagnostics,Device or other IDs"
block.puzzle.sudoku.free.game.classic.offline,"android.app.ActivityManager.getRunningTasks,android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getSubscriberId,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.PowerManager.getCurrentThermalStatus,java.io.File.getTotalSpace","App activity,Device or other IDs,App info and performance,Personal info,Other app performance data,Diagnostics"
blockpuzzle.new1010.jewelgames.puzzlegames,"java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getVmPolicy,java.io.File.getTotalSpace,android.os.PowerManager.getCurrentThermalStatus,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy","App info and performance,Other app performance data,Device or other IDs,Personal info,Diagnostics"
bodyfast.zero.fastingtracker.weightloss,"java.io.File.getFreeSpace,java.io.File.getTotalSpace",Other app performance data
br.com.rodrigokolb.realdrum,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
br.com.tapps.donotdisturb,"java.io.File.getTotalSpace,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso","Other app performance data,Personal info"
br.com.tapps.donotdisturb2,"java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkCountryIso","Other app performance data,Personal info"
br.com.tapps.donotdisturb3,"java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getFreeSpace","Other app performance data,Personal info"
br.com.tapps.weareilluminati,"android.os.StrictMode.getThreadPolicy,android.net.wifi.WifiInfo.getMacAddress,android.os.StrictMode.getVmPolicy","App info and performance,Device or other IDs"
breastenlarger.bodyeditor.photoeditor,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
bts.kpop.piano.music.tiles,"android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningTasks,android.os.PowerManager.getCurrentThermalStatus,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getDataNetworkType,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkCountryIso","App activity,Personal info,Device or other IDs,App info and performance,Diagnostics,Other app performance data"
call.blacklist.blocker,"android.telephony.SubscriptionManager.getActiveSubscriptionInfoList,android.telephony.TelephonyManager.getNetworkCountryIso,android.location.LocationManager.requestLocationUpdates,android.telephony.TelephonyManager.requestCellInfoUpdate,android.location.LocationManager.getLastKnownLocation,android.telephony.SubscriptionManager.getActiveSubscriptionInfoForSimSlotIndex,android.telephony.TelephonyManager.getNetworkOperatorName","Personal info,Location,Precise location,Approximate location"
callid.name.announcer,"java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getTotalSpace,android.telephony.SubscriptionManager.getActiveSubscriptionInfoList,android.location.LocationManager.getLastKnownLocation,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.requestCellInfoUpdate,android.telephony.SubscriptionManager.getActiveSubscriptionInfoForSimSlotIndex,android.location.LocationManager.requestLocationUpdates","Other app performance data,Personal info,Location,Precise location,Approximate location"
cam.camy,"android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperatorName","App info and performance,Diagnostics,App activity,Personal info"
camera.selfie.editor,android.os.PowerManager.getCurrentThermalStatus,Diagnostics
candymanor.homedesign.match3,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
car.smash.drive,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
catdog.music.tiles.challenge,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getThreadPolicy,java.io.File.getTotalSpace,android.os.StrictMode.getVmPolicy,java.io.File.getFreeSpace,android.os.PowerManager.getCurrentThermalStatus","Personal info,App info and performance,Other app performance data,Diagnostics"
ch.protonmail.android,android.net.wifi.WifiInfo.getSSID,Device or other IDs
ch.protonvpn.android,android.app.ActivityManager.getRunningAppProcesses,App activity
classic.card.solitaire.pgmaker,"java.io.File.getFreeSpace,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso","Other app performance data,Personal info"
cleaner.antivirus,"android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getVmPolicy","Device or other IDs,App info and performance,Diagnostics,App activity"
club.appcanvas.www.android5f4d6f2b56425,"android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy","App info and performance,Diagnostics"
cn.fitdays.fitdays,"android.telephony.TelephonyManager.getImei,android.telephony.TelephonyManager.getSimSerialNumber,android.telephony.TelephonyManager.getSubscriberId,android.app.ActivityManager.getRunningAppProcesses,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getDeviceId,android.os.StrictMode.getThreadPolicy,android.os.Build.getSerial,android.telephony.TelephonyManager.getPhoneCount","Device or other IDs,App activity,App info and performance,Other app performance data"
cn.wps.moffice_eng,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy",App info and performance
co.bitx.android.wallet,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy",App info and performance
co.familykeeper.parents,java.io.File.getUsableSpace,Other app performance data
co.happybits.marcopolo,java.io.File.getUsableSpace,Other app performance data
co.kidcasa.app,java.io.File.getUsableSpace,Other app performance data
co.kitetech.messenger,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.SubscriptionInfo.getIccId,android.app.ActivityManager.getRunningAppProcesses,android.telecom.TelecomManager.getCallCapablePhoneAccounts,android.location.LocationManager.getLastKnownLocation,android.os.PowerManager.getCurrentThermalStatus,android.telephony.SubscriptionManager.getActiveSubscriptionInfoList","Personal info,Device or other IDs,App activity,Location,Precise location,Approximate location,Diagnostics"
co.pamobile.minecraft.addonsmaker,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
co.pamobile.pokemon.cardmaker,"android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator","App activity,Device or other IDs"
co.peppertheapp.android,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,java.io.File.getUsableSpace","App info and performance,Other app performance data"
co.real.productionreal2,java.io.File.getUsableSpace,Other app performance data
co.theguru.sch,"android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy","App info and performance,Diagnostics"
co.vulcanlabs.printer,"android.net.wifi.WifiInfo.getSSID,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getFreeSpace,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,App activity,Personal info,Other app performance data,Diagnostics"
co.vulcanlabs.rokuremote,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
co.vulcanlabs.samsungremote,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
codematics.universal.tv.remote.control,"android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator","App info and performance,Diagnostics,Personal info,App activity,Device or other IDs"
com.aa.puffup,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
com.abc.abcnews,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
com.abclocal.kabc.news,"android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,Diagnostics"
com.abclocal.kgo.news,"android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,Diagnostics"
com.abclocal.ktrk.news,"android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,Diagnostics"
com.abclocal.wabc.news,"android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,Diagnostics"
com.abclocal.wls.news,"android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,Diagnostics"
com.abclocal.wpvi.news,"android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperator","Diagnostics,Device or other IDs"
com.abi.car.parking,"java.io.File.getFreeSpace,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName,android.app.ActivityManager.getRunningAppProcesses,java.io.File.getTotalSpace","Other app performance data,Device or other IDs,Personal info,App activity"
com.abi.robber.puzzle.thief,"android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getFreeSpace,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getTotalSpace,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator","Personal info,Other app performance data,Device or other IDs,App activity"
com.abrar.volumeboost,"android.telephony.TelephonyManager.getNetworkOperatorName,android.app.ActivityManager.getRunningAppProcesses","Personal info,App activity"
com.accurate.forecast.live.weather.channel,"android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getAllCellInfo,android.net.wifi.WifiInfo.getBSSID,android.location.LocationManager.requestLocationUpdates,android.location.LocationManager.getLastKnownLocation,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy","App info and performance,Personal info,Diagnostics,Location,Precise location,Device or other IDs,Approximate location,App activity"
com.accurate.live.weather.forecast.pro,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,android.location.LocationManager.getLastKnownLocation","Personal info,Precise location"
com.accurate.local.weather.forecast.live,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,android.location.LocationManager.getLastKnownLocation","Personal info,Precise location"
com.accurate.weather.forecast.live,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,android.location.LocationManager.getLastKnownLocation","Personal info,Precise location"
com.accuweather.android,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
com.acidcousins.fdunk,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
com.actionfit.blockocean1010,"android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,java.io.File.getFreeSpace,android.os.BatteryManager.getIntProperty,java.io.File.getTotalSpace,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.location.LocationManager.requestLocationUpdates,android.location.LocationManager.getLastKnownLocation,android.telephony.TelephonyManager.getNetworkCountryIso","App info and performance,Diagnostics,Other app performance data,App activity,Personal info,Location,Precise location,Approximate location"
com.active.aps.meetmobile,"android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses","App activity,App info and performance,Diagnostics"
com.adidas.app,android.app.ActivityManager.getRunningAppProcesses,App activity
com.adobe.creativeapps.gather,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy",App info and performance
com.adobe.reader,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus","App info and performance,Diagnostics"
com.advancedmobile.android.ghin,"android.os.StrictMode.getVmPolicy,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy","App info and performance,Device or other IDs,Personal info"
com.advant.streamer,"android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace","Personal info,Other app performance data"
com.aesthetic.iconpack.iconchanger,"android.telephony.TelephonyManager.getNetworkOperatorName,android.os.BatteryManager.getIntProperty,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getFreeSpace,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus","Personal info,App info and performance,Diagnostics,Other app performance data,Device or other IDs,App activity"
