Package Name,PIIS,Data Safety Labels
com.laser.filemanager,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.lastpass.lpandroid,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.lazada.android,"AdvertisingID,BuildNumber,DeviceName",Device or other IDs
com.lbrc.PeriodCalendar,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.lcworld.haiwainet,"DeviceName,BuildNumber,Longitude,Latitude","Device or other IDs,Location"
com.learn.engspanish,"DeviceName,BuildNumber",Device or other IDs
com.leeplay.babyshapes,"DeviceName,BuildNumber",Device or other IDs
com.lego.legobuildinginstructions,"DeviceName,BuildNumber",Device or other IDs
com.lemel.hiddengame,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.lemix.megatower,"DeviceName,BuildNumber",Device or other IDs
com.lemon.lvoverseas,"DeviceName,BuildNumber,MCC+MNC",Device or other IDs
com.lenovo.anyshare.gps,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.lets.pop.mazepop,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.lezhin.comics,"DeviceName,AdvertisingID,BuildNumber",Device or other IDs
com.lf.real.extreme.suv.offroad.drive.games.free,"DeviceName,BuildNumber",Device or other IDs
com.life.palm,"DeviceName,BuildNumber",Device or other IDs
com.life360.android.safetymapd,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.lifeomic.lifefasting,"Surname,BuildNumber,Email,Name,DeviceName","Personal info,Device or other IDs,Emails"
com.lightinthebox.android,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.link.manorstory,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.linkedin.android,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.live.glitter.anime.wallpaper,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.live.glitter.girly.wallpaper,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.live.streamer,"DeviceName,BuildNumber",Device or other IDs
com.livestrong.tracker,"Surname,Email,Name","Personal info,Emails"
com.livewallpapers.animebackgroundwallpaper,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.llx.chess,"DeviceName,BuildNumber",Device or other IDs
com.lockly.smartlock,"DeviceName,BuildNumber",Device or other IDs
com.locon.housing,"DeviceName,BuildNumber",Device or other IDs
com.loki.dragon.craft.crazy.house,"DeviceName,BuildNumber",Device or other IDs
com.longhorn.countmasterevo,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.lszenlamzr.parkingjam,"DeviceName,BuildNumber",Device or other IDs
com.lucky.yatzy.game.yahtzee.android,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.luckygames.lucky,"DeviceName,BuildNumber",Device or other IDs
com.ludo.master.hippo,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.ludo.master.hippo.lite,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.lumary.smart,"DeviceName,BuildNumber",Device or other IDs
com.luni.android.fitnesscoach.app,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.luutinhit.lockscreennotificationsios,"DeviceName,BuildNumber",Device or other IDs
com.lwsipl.visionarylauncher,"DeviceName,BuildNumber",Device or other IDs
com.lyd.bubble,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.lyrebirdstudio.beauty,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.ma.cc.salad,"DeviceName,BuildNumber",Device or other IDs
com.mad.ducklife,"DeviceName,BuildNumber",Device or other IDs
com.madfut.madfut22,"DeviceName,BuildNumber",Device or other IDs
com.magictranslator.application.worldwide,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.mamara.bakery,"DeviceName,BuildNumber",Device or other IDs
com.mangamo.app,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.manheim.mobile.refresh,"DeviceName,BuildNumber",Device or other IDs
com.maplelabs.alexa,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.mapmywalk.android2,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.maritime.commando.shooting.battlefield,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.marsvard.stickermakerforwhatsapp,"DeviceName,BuildNumber",Device or other IDs
com.marvel.unlimited,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.master.triple3d.find,"DeviceName,BuildNumber",Device or other IDs
com.matchingham.action.airattack3d.shooter,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.matchingham.flashback.tricky.riddles,"DeviceName,BuildNumber",Device or other IDs
com.matchingham.impossible.date.tricky.riddles,"DeviceName,BuildNumber",Device or other IDs
com.matchingham.m3dcooking,"DeviceName,BuildNumber",Device or other IDs
com.matchingham.sniperattack,"DeviceName,BuildNumber",Device or other IDs
com.mattel.barbiesparkleblastkids,"DeviceName,BuildNumber",Device or other IDs
com.mattel.jurassicworld2,DeviceName,Device or other IDs
com.mayoclinic.patient,"DeviceName,BuildNumber",Device or other IDs
com.mayurpanki.beautplucam,"DeviceName,BuildNumber",Device or other IDs
com.mcu.reolink,"DeviceName,BuildNumber",Device or other IDs
com.me2zen.tripeaks.v4.and,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.media.bestrecorder.audiorecorder,"DeviceName,BuildNumber",Device or other IDs
com.media.music.mp3.musicplayer,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.mediamushroom.copymydata,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.meditation.deepsleep.relax,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.medium.reader,"DeviceName,Email,Surname,Name,BuildNumber","Device or other IDs,Emails,Personal info"
com.medscape.android,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.meetarli.arli,"DeviceName,BuildNumber",Device or other IDs
com.meetcircle.circle,"DeviceName,BuildNumber",Device or other IDs
com.meetyou.intl,"DeviceName,BuildNumber",Device or other IDs
com.memsgroupinc.fishbox,"Longitude,Latitude",Location
com.mergegames.cookie,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.mergeland.alices.wonder.adventure,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.mermaidstails.modmcpe,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.metamars.brain.test,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.mf.town,"DeviceName,BuildNumber",Device or other IDs
com.mgapp.wall.newhdwall,"DeviceName,BuildNumber",Device or other IDs
com.mgif.stickman.tower,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.microfun.slicemaster,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.microsoft.amp.apps.bingnews,"DeviceName,BuildNumber,Longitude,Latitude,AdvertisingID,Surname,Name","Device or other IDs,Location,Personal info"
com.microsoft.appmanager,"DeviceName,BuildNumber",Device or other IDs
com.microsoft.bing,"AdvertisingID,DeviceName,BuildNumber,Longitude,Latitude,Surname,Name","Device or other IDs,Location,Personal info"
com.microsoft.emmx,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.microsoft.familysafety,"DeviceName,BuildNumber",Device or other IDs
com.microsoft.launcher,"Longitude,Latitude,DeviceName,BuildNumber","Location,Device or other IDs"
com.microsoft.office.excel,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.microsoft.office.officehubrow,"DeviceName,BuildNumber",Device or other IDs
com.microsoft.office.officelens,"DeviceName,BuildNumber",Device or other IDs
com.microsoft.office.onenote,"DeviceName,BuildNumber",Device or other IDs
com.microsoft.office.powerpoint,"DeviceName,BuildNumber",Device or other IDs
com.microsoft.office.word,"DeviceName,BuildNumber",Device or other IDs
com.microsoft.rdc.androidx,"DeviceName,BuildNumber",Device or other IDs
com.microsoft.sharepoint,"DeviceName,BuildNumber",Device or other IDs
com.microsoft.skydrive,"DeviceName,BuildNumber",Device or other IDs
com.microsoft.teams,"DeviceName,BuildNumber",Device or other IDs
com.microsoft.todos,"DeviceName,BuildNumber",Device or other IDs
com.microsoft.translator,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.microsoft.xboxone.smartglass,"DeviceName,BuildNumber",Device or other IDs
com.miga.myapartment,"DeviceName,BuildNumber",Device or other IDs
com.miga.myfirestation,"DeviceName,BuildNumber",Device or other IDs
com.miga.myhospital,"DeviceName,BuildNumber",Device or other IDs
com.miga.mypets,"DeviceName,BuildNumber",Device or other IDs
com.miga.myschool,"DeviceName,BuildNumber",Device or other IDs
com.miga.mystore,"DeviceName,BuildNumber",Device or other IDs
com.miga.mytown,"DeviceName,BuildNumber",Device or other IDs
com.miga.mytvshows,"DeviceName,BuildNumber",Device or other IDs
com.miga.myvacation,"DeviceName,BuildNumber",Device or other IDs
com.miku.mikucare,"DeviceName,BuildNumber",Device or other IDs
com.mindcandy.sleepstories,"DeviceName,BuildNumber",Device or other IDs
com.minecraftmod.mcpemaster.addons,"DeviceName,BuildNumber",Device or other IDs
com.minimuffin.birthdaystories,"DeviceName,BuildNumber",Device or other IDs
com.miniscule.rope,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.ministrycentered.churchcenter,DeviceName,Device or other IDs
com.ministrycentered.PlanningCenter,"DeviceName,BuildNumber",Device or other IDs
com.miracle.com.musicat.droid,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.miracle.drawtosave.an,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.mirrorai.app,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.mixvibes.remixlive,"DeviceName,BuildNumber",Device or other IDs
com.mm.shan,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.mmguardian.parentapp,"DeviceName,BuildNumber",Device or other IDs
com.mobile.number.locator.phone.caller.location,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.mobilefootie.wc2010,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.mobiles24.downloads,"DeviceName,BuildNumber",Device or other IDs
com.mobilityware.DiceMerge,"BuildNumber,AdvertisingID,DeviceName",Device or other IDs
com.mobilityware.MonopolySolitaire,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.mobirate.bigrig,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.mobirix.SnakeGame,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.mobisystems.office,"DeviceName,BuildNumber",Device or other IDs
com.moderncounterstrike.fpsshooting.freegames,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.mondayoff.pizza,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.money.run.hypercasual3d,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.monster.aliencatcher.casual,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.moonfrog.ludo.club,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.morii.dropweight,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.moutriemobile.android.tyche,"DeviceName,BuildNumber",Device or other IDs
com.mspy.lite,"Longitude,Latitude",Location
com.mu.muclubapp,"BuildNumber,AdvertisingID,DeviceName",Device or other IDs
com.music.ops.retroappdownload2,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.music.sound.speaker.volume.booster.equalizer,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.music.youngradioplus,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.music.youngradiopro,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.musicplayer.music,"DeviceName,BuildNumber",Device or other IDs
com.musicplayer.playermusic,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.musictronic.simplepiano,"DeviceName,BuildNumber",Device or other IDs
com.mx.ringtone.pro,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.mybay.azpezeshk.patient,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.myicon.themeiconchanger,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.mz.classicludogame,"DeviceName,BuildNumber",Device or other IDs
com.mz.fit,"DeviceName,BuildNumber",Device or other IDs
com.nag.family.pet.cat.simulator,"DeviceName,BuildNumber",Device or other IDs
com.namcobandaigames.spmoja010E,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.naughty.reborn.puzzle,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.navyfederal.android,"DeviceName,BuildNumber",Device or other IDs
com.nbaimd.gametime.nba2011,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.neptune.dominogl,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.netboom.cloudgaming.vortex_stadia_shadow_GeForce,"AdvertisingID,DeviceName,BuildNumber,Surname,Name,Email","Device or other IDs,Personal info,Emails"
com.netbooster.proxy,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.netflix.NGP.AsphaltXtreme,"DeviceName,BuildNumber",Device or other IDs
com.netflix.NGP.Mahjong,"DeviceName,BuildNumber",Device or other IDs
com.netgear.netgearup,DeviceName,Device or other IDs
com.neulion.smartphone.ufc.android,"DeviceName,BuildNumber",Device or other IDs
com.Neurononfire.SupremeDuelist,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.neverold.solitaire.card.game.klondike,"DeviceName,BuildNumber",Device or other IDs
com.new.free.live4dwallpaper.parallax.background,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.newspaperdirect.pressreader.android,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.newstory.DrawHappyPolice,"DeviceName,BuildNumber",Device or other IDs
com.newstory.DrawHappyQueen,"DeviceName,BuildNumber",Device or other IDs
com.newstory.IdleDrawEarth,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.nexelon.fishinglife,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.nexelon.realmonsterfishing2018,"DeviceName,BuildNumber",Device or other IDs
com.nexon.da3.global,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.nfl.fantasy.core.android,"Longitude,Latitude,DeviceName,BuildNumber,MCC+MNC,AdvertisingID","Location,Device or other IDs"
com.NGG.BlockTech,"DeviceName,BuildNumber",Device or other IDs
com.nhl.gc1112.free,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.nicedayapps.iss_free,"DeviceName,BuildNumber",Device or other IDs
com.Nightingale.Solitaire.Card.Games.Free,"DeviceName,BuildNumber",Device or other IDs
com.nike.ntc,"DeviceName,BuildNumber",Device or other IDs
com.nike.omega,"DeviceName,BuildNumber",Device or other IDs
com.nike.plusgps,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.nike.snkrs,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.nis.app,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.nojoke.realpianoteacher,"DeviceName,BuildNumber",Device or other IDs
com.noorgames.joinnumbers,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.nordvpn.android,"DeviceName,BuildNumber",Device or other IDs
com.northcube.sleepcycle,Email,Emails
com.not.monster.poppy,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.note7g.love.merge,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.notificationcenter.controlcenter,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.noxgroup.app.booster,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.noxgroup.app.cleaner,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.noxgroup.app.security,"DeviceName,BuildNumber,AdvertisingID,Longitude,Latitude,MCC+MNC","Device or other IDs,Location"
com.ntg.solitaire.tripeaks,"DeviceName,BuildNumber",Device or other IDs
com.nut.id.sticker,"DeviceName,BuildNumber",Device or other IDs
com.nvidia.geforcenow,"DeviceName,BuildNumber",Device or other IDs
com.nxksass.GirlParkour,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.oan.live,"DeviceName,BuildNumber",Device or other IDs
com.obdautodoctor,"DeviceName,BuildNumber,Email","Device or other IDs,Emails"
com.officedocument.word.docx.document.viewer,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.ohzegame.homepullpin,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.okappz.wallpapers,"DeviceName,BuildNumber",Device or other IDs
com.oki.colors,"DeviceName,BuildNumber,Google_Services_Framework_ID",Device or other IDs
com.okta.android.auth,"DeviceName,BuildNumber",Device or other IDs
com.omg.catwalkbattle,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.omronhealthcare.omronconnect,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.onegame.rocket.wuggytower,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.onet.number.free.puzzle.matchten,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.ongo.live,"DeviceName,BuildNumber",Device or other IDs
com.OnSoft.android.BluetoothChat,"DeviceName,BuildNumber",Device or other IDs
com.opentable,"Longitude,Latitude",Location
com.orangeannoying.fnfmodtest,"DeviceName,BuildNumber",Device or other IDs
com.origin.black.spider.rope.superhero.games,"DeviceName,BuildNumber",Device or other IDs
com.os.airforce,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.os.space.force.galaxy.alien,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.oscar.army.monster.fearless.stunts,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.oscar.extreme.atv.bike.demolition.derby.crash.stunts,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.outcomes4me,"Surname,Name,Email,DeviceName,BuildNumber,Longitude,AdvertisingID,Latitude","Personal info,Emails,Device or other IDs,Location"
com.paint.by.numbers.coloring.pages.blend.coloring,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.parallax3d.live.wallpapers,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.parallax4d.live.wallpapers,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.patreon.android,"DeviceName,BuildNumber",Device or other IDs
com.paurau.MoveAnimals,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.pavilionlab.weather.forecast.live.widget,"DeviceName,BuildNumber",Device or other IDs
com.paycor.perform,"DeviceName,BuildNumber",Device or other IDs
com.paypal.android.p2pmobile,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.paysend.app,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.paytollo.ptandroid,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.pcoloring.art.puzzle.color.by.number,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.pdf.viewer.pdftool.reader.document,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.peace.Compass,"DeviceName,BuildNumber",Device or other IDs
com.pearlabyss.blackdesertm.gl,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.people.can.fly,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.Per.DiscGolf,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.perfectcorp.amb,DeviceName,Device or other IDs
com.perfectly.lightweather.advanced.weather,"DeviceName,BuildNumber",Device or other IDs
com.pg.oralb.oralbapp,"DeviceName,BuildNumber",Device or other IDs
com.pgs.police.carparking.hardcarparking,"DeviceName,BuildNumber",Device or other IDs
com.philips.lighting.hue2,"DeviceName,BuildNumber",Device or other IDs
com.phonepe.app,"DeviceName,BuildNumber",Device or other IDs
com.photocollage.collage.maker.photoframes.photoeditor,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.photoeditor.and.games.hairstyle,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.photoeditor.filtersforpictures.frames.android,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.photontadpole.lilasworld,"DeviceName,BuildNumber",Device or other IDs
com.pig.spider.rescue.lightrobot.superhero.mission.game,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.PigeonGames.Phigros,"DeviceName,BuildNumber",Device or other IDs
com.PikapiMouseStd.Baldimod,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.pinchjob,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.pingapp.app,"DeviceName,BuildNumber",Device or other IDs
com.pinteng.lovelywholesale,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.pinterest,"DeviceName,Surname,Name,BuildNumber,AdvertisingID","Device or other IDs,Personal info"
com.pixel4d.wallpaper.background.hd.livewallpapers3d,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.pixign.relax.color,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.pjmasks.moonlightheroes,"DeviceName,BuildNumber",Device or other IDs
com.planosynergy.wgi.base_camp,DeviceName,Device or other IDs
com.plantiary,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.plantid.picturethis.plantin.plantsnap.natureid,"DeviceName,BuildNumber",Device or other IDs
com.playcreek.DeathWorm_Free,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.playdatedigital.playdohabcsfreemium,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.playgendary.tom,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.playplus.multi.robot.transform.game,"DeviceName,BuildNumber",Device or other IDs
com.playvalve.yatzy,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.pnc.ecommerce.mobile,"Longitude,Latitude",Location
com.pnixgames.golfkingwt,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.pnixgames.minigolfking,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.podbean.app.podcast,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.pokerstars.cebo.psp,"BuildNumber,Longitude,DeviceName,Latitude,AdvertisingID","Device or other IDs,Location"
com.popreach.dumbways,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.popularapp.periodcalendar,"DeviceName,BuildNumber",Device or other IDs
com.prayapp.client,"Longitude,Latitude",Location
com.predictapps.Mobiletricks,"DeviceName,BuildNumber",Device or other IDs
com.predictwind.mobile.android,DeviceName,Device or other IDs
com.premiereradio.android.c2c,"DeviceName,BuildNumber,Google_Services_Framework_ID",Device or other IDs
com.princess.coloring,"DeviceName,BuildNumber",Device or other IDs
com.private.surfingaccess,"DeviceName,BuildNumber",Device or other IDs
com.ProActMobile,"DeviceName,BuildNumber",Device or other IDs
com.probadosoft.moonphasecalendar,"Longitude,Latitude",Location
com.project.rbxproject,"DeviceName,BuildNumber",Device or other IDs
com.PulsSoftware.WS,"DeviceName,BuildNumber",Device or other IDs
com.purer.clean,"Surname,Email,Name","Personal info,Emails"
com.purplecover.anylist,"DeviceName,BuildNumber",Device or other IDs
com.puzzle.fun.free.matching3d,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.puzzle1studio.go.bubblepoporiginpuzzlegame,"Surname,Email,Name","Personal info,Emails"
com.qingniu.renpho,DeviceName,Device or other IDs
com.qrcodescanner.barcodereader.qrcode,"DeviceName,BuildNumber",Device or other IDs
com.qs.pool,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.quesera.kalpa,"DeviceName,BuildNumber",Device or other IDs
com.quok.arcadeHole,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.quok.blobHero,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.quora.android,Email,Emails
com.qxgame.silentcastle,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.r.launcher.cool,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.rachio.iro,"DeviceName,BuildNumber",Device or other IDs
com.radio.fmradio,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.radio.pocketfm,Email,Emails
com.raidapps.ptvsportslive.liveptvsportshd,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.rainbowgames.solitaire2018,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.RainStonesStd.MouseFunkin,"DeviceName,BuildNumber",Device or other IDs
com.raising.prodigy,"DeviceName,BuildNumber",Device or other IDs
com.ramp.bike.impossible.bike.stunt.game,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.raptures.app,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.rarewire.forever21,"Longitude,Latitude",Location
com.rb.rocketbook,"DeviceName,BuildNumber",Device or other IDs
com.realgeeks.moveto,"BuildNumber,DeviceName",Device or other IDs
com.recommended.videocall,"Surname,Email,Name","Personal info,Emails"
com.redcell.goldandgoblins,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.reddit.frontpage,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.redfin.android,"DeviceName,BuildNumber,AdvertisingID,Longitude,Latitude","Device or other IDs,Location"
com.reels.bingobattleandroid,"DeviceName,BuildNumber",Device or other IDs
com.refind.android,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.reflectio.io,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.regasoftware.udisc,"DeviceName,BuildNumber,MCC+MNC",Device or other IDs
com.remaster.fnfgo,"DeviceName,BuildNumber,Surname,Email,Name,Google_Services_Framework_ID,AdvertisingID","Device or other IDs,Personal info,Emails"
com.remind.drink.water.hourly,"DeviceName,BuildNumber",Device or other IDs
com.remind101,"DeviceName,BuildNumber",Device or other IDs
com.remitly.androidapp,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.remotecontrol.tvremote.universal,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.reportallusa.landglide,Email,Emails
com.requapp.requ,"DeviceName,BuildNumber",Device or other IDs
com.resultsdirect.eventsential.branded.eaa,"Surname,Email,Name","Personal info,Emails"
com.retromonkey.shoerace,"AdvertisingID,BuildNumber,DeviceName",Device or other IDs
com.rhythmdance.taptile.rt,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.ringapp,"DeviceName,BuildNumber",Device or other IDs
com.ringpro.popular.freerings,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.rioo.runnersubway,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.river.comics.us,"DeviceName,BuildNumber",Device or other IDs
com.rmg.cowboychannel,"BuildNumber,DeviceName,Email,Google_Services_Framework_ID","Device or other IDs,Emails"
com.robot.invasion.remote.tv,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.rocket.jackal.squad,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.Rohit.IndianBikes,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.roku.tv.remote.control,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.rollic.tanglemaster3D,Email,Emails
com.room.temperature.meter,"Longitude,Latitude,Address,DeviceName,BuildNumber","Location,Personal info,Device or other IDs"
com.room_temperature_784.humidity,"Address,DeviceName,BuildNumber","Personal info,Device or other IDs"
com.roomster,"DeviceName,BuildNumber",Device or other IDs
com.route.app,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.rsa.securidapp,"BuildNumber,Google_Services_Framework_ID,DeviceName",Device or other IDs
com.rschooltoday.activityscheduler,"DeviceName,BuildNumber",Device or other IDs
com.ruby.gymflip,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.rubygames.wigrun,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.rud.twelvelocksvn,"DeviceName,BuildNumber",Device or other IDs
com.runmifit.android,"DeviceName,BuildNumber,MCC+MNC",Device or other IDs
com.rvappstudios.magnifyingglass,"AdvertisingID,DeviceName,BuildNumber",Device or other IDs
com.sablemoney.sableapp.prod,"DeviceName,BuildNumber,AdvertisingID",Device or other IDs
com.saby.babymonitor3g,"DeviceName,BuildNumber",Device or other IDs
com.safelagoon.parenting,"DeviceName,BuildNumber",Device or other IDs
