Package Name,Functions,Data Safety Labels
aceviral.dragoncraft,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkCountryIso","App info and performance,Diagnostics,Personal info"
ae.propertyfinder.propertyfinder,"android.app.ActivityManager.getRunningAppProcesses,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.location.LocationManager.requestLocationUpdates,android.telephony.TelephonyManager.getNetworkOperator","App activity,App info and performance,Diagnostics,Precise location,Device or other IDs"
ai.replika.app,"android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy","Personal info,App info and performance"
air.au.com.metro.DumbWaysToDie2,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
air.bg.lan.Monopoli,"android.app.ActivityManager.getRunningTasks,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getFreeSpace,android.os.Debug.getMemoryInfo,java.io.File.getTotalSpace,android.location.LocationManager.getLastKnownLocation,android.os.PowerManager.getCurrentThermalStatus","App activity,Device or other IDs,Other app performance data,Diagnostics,Location,Precise location,Approximate location"
air.br.com.domino.mobile,"java.io.File.getFreeSpace,android.telephony.TelephonyManager.getLine1Number,java.io.File.getTotalSpace","Other app performance data,Phone number"
air.com.aceviral.motox3m,"android.telephony.TelephonyManager.getLine1Number,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy","Personal info,Phone number,App info and performance"
air.com.darkdome.nowhere.house,"android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso","Device or other IDs,App info and performance,App activity,Diagnostics,Personal info"
air.com.darkdome.unwanted.experiment,"android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.app.ActivityManager.getRunningAppProcesses","Personal info,App info and performance,Diagnostics,Device or other IDs,App activity"
air.com.games2win.internationalfashionstylist,java.io.File.getUsableSpace,Other app performance data
air.com.jogatina.domino.android,"java.io.File.getFreeSpace,java.io.File.getTotalSpace",Other app performance data
air.com.KalromSystems.SandDrawLite,"android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,App info and performance,Diagnostics"
air.com.neon.games.WBT,"android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy","Personal info,App info and performance"
air.com.readysquare.sckeys,"android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningTasks,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.PowerManager.getCurrentThermalStatus","App info and performance,Device or other IDs,App activity,Personal info,Diagnostics"
air.com.sgn.cookiejam.gp,android.os.PowerManager.getCurrentThermalStatus,Diagnostics
air.com.starfall.more,android.os.StrictMode.getThreadPolicy,App info and performance
air.com.tutotoons.app.sweetbabygirlsummerfun2.free,"android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkCountryIso","App activity,Personal info,App info and performance,Diagnostics,Device or other IDs"
air.Popscene,"android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus","App info and performance,Personal info,Diagnostics"
air.SchoolPublic,"android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy","Personal info,App info and performance,Diagnostics"
air.WR3DFree,"android.telephony.TelephonyManager.getNetworkOperatorName,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy","Personal info,App info and performance,Diagnostics"
air.WRCareer,"android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy","App info and performance,Diagnostics,Personal info"
alpha.sticker.maker,"android.os.StrictMode.getThreadPolicy,java.io.File.getTotalSpace,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningTasks,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus","App info and performance,Other app performance data,App activity,Diagnostics"
altergames.carlauncher,"android.location.LocationManager.registerGnssStatusCallback,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.location.LocationManager.requestLocationUpdates,android.bluetooth.BluetoothAdapter.getBondedDevices","Location,Precise location,App info and performance,App activity,Approximate location,Device or other IDs"
amonguslock.amonguslockscreen.amonglock,"android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperatorName","App activity,Personal info"
amuseworks.thermometer,android.telephony.TelephonyManager.getNetworkCountryIso,Personal info
and.dinlygo.tilepair3d,"java.io.File.getFreeSpace,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getThreadPolicy,android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperatorName","App info and performance,Other app performance data,Device or other IDs,Personal info,Diagnostics"
and.dinlygo.tripletile3d,"android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy,java.io.File.getTotalSpace,android.os.StrictMode.getVmPolicy,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkCountryIso,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkOperator","App info and performance,Diagnostics,Personal info,Other app performance data,Device or other IDs"
and.lihuhu.machingtriple,"android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getVmPolicy,android.os.BatteryManager.getIntProperty,java.io.File.getFreeSpace,android.os.PowerManager.getCurrentThermalStatus,android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperatorName","Device or other IDs,App info and performance,Diagnostics,Other app performance data,Personal info"
and.lihuhu.mahjong3d,"android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,java.io.File.getTotalSpace,android.os.PowerManager.getCurrentThermalStatus,java.io.File.getFreeSpace,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkCountryIso","App activity,Device or other IDs,Personal info,App info and performance,Other app performance data,Diagnostics"
and.lihuhu.mahjongtriple3d,"android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,java.io.File.getFreeSpace,android.os.StrictMode.getThreadPolicy,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkOperator","App info and performance,Diagnostics,Personal info,Other app performance data,Device or other IDs"
and.lihuhu.matchpair3d,"android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,java.io.File.getTotalSpace,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getFreeSpace","Device or other IDs,Personal info,App info and performance,Diagnostics,Other app performance data"
antivirus.anti.virus.cleaner.security.booster,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getDataNetworkType,android.app.ActivityManager.getRunningAppProcesses,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkOperatorName","Personal info,Device or other IDs,App activity"
app.android.qrscanner,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Diagnostics,App activity"
app.feelsy,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
app.foryou,android.telephony.TelephonyManager.getNetworkOperator,Device or other IDs
app.plant.identification,"java.io.File.getTotalSpace,android.location.LocationManager.getLastKnownLocation,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getFreeSpace","Other app performance data,Precise location,Approximate location,Personal info"
app.play.playform,"java.io.File.getUsableSpace,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperatorName","App info and performance,Other app performance data,Diagnostics,Personal info"
arproductions.andrew.worklog,"android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName","Device or other IDs,Personal info"
asav.roomtemprature,"android.telephony.TelephonyManager.getNetworkOperatorName,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy","Personal info,App info and performance,Diagnostics"
au.com.oddgames.monstertruckdestruction,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
au.com.quadropoly.businessboard,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy",App info and performance
au.com.shiftyjelly.pocketcasts,"android.app.ActivityManager.getRunningAppProcesses,android.net.wifi.WifiInfo.getSSID","App activity,Device or other IDs"
audio.sound.effect.bass.virtrualizer.equalizer,"android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperator,android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses","App activity,App info and performance,Personal info,Device or other IDs,Diagnostics"
audio.volume.bass.booster.equalizer,"android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Diagnostics,App activity"
audioeditor.musiceditor.soundeditor.songeditor,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
backgammon.classic.free.online.live.gamao,"android.telephony.TelephonyManager.getNetworkOperatorName,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getDataNetworkType,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getFreeSpace,android.os.StrictMode.getThreadPolicy","Personal info,App info and performance,Diagnostics,Other app performance data,Device or other IDs,App activity"
ball.sort.puzzle.color.sorting.bubble.games,"java.io.File.getTotalSpace,java.io.File.getFreeSpace",Other app performance data
bang.boom.bam.io,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
batalsoft.band.live.rock,"java.io.File.getTotalSpace,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName","Other app performance data,Personal info"
bath.coupons.forbodyworks,"android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningTasks,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy","Device or other IDs,App info and performance,App activity,Diagnostics,Personal info"
battle.iron.suit,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
bbc.mobile.news.ww,"android.telephony.TelephonyManager.getNetworkOperatorName,android.accounts.AccountManager.getAccountsByType",Personal info
bcom.rrdianshiase.table,"android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningTasks,java.io.File.getTotalSpace","App activity,App info and performance,Personal info,Diagnostics,Other app performance data"
beatmaker.edm.musicgames.FNF,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
beatmaker.edm.musicgames.gunsounds,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
beatmaker.edm.musicgames.musicninja,android.telephony.TelephonyManager.getNetworkCountryIso,Personal info
beatmaker.edm.musicgames.PianoGames,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
beauty.selfiecamera.beautycam.youbeautymakeup,"android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getTotalSpace,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName","App activity,Device or other IDs,App info and performance,Other app performance data,Diagnostics,Personal info"
beetles.puzzle.solitaire,"android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getSubscriberId,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.PowerManager.getCurrentThermalStatus,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperator,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.net.wifi.WifiInfo.getSSID,android.app.ActivityManager.getRunningTasks","App info and performance,Device or other IDs,Personal info,Other app performance data,Diagnostics,App activity"
best.photo.app.manhairstyles2018,"android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getFreeSpace,android.os.StrictMode.getVmPolicy,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperatorName","App info and performance,Diagnostics,Device or other IDs,Other app performance data,Personal info"
best.photo.app.mermaid,"java.io.File.getFreeSpace,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperator","App info and performance,Other app performance data,Diagnostics,Personal info,Device or other IDs"
best.photo.apps.makeup,android.os.StrictMode.getThreadPolicy,App info and performance
biz.arrowstar.funnyfood2,"android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName,android.net.wifi.WifiInfo.getSSID,android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator","App info and performance,Diagnostics,App activity,Personal info,Device or other IDs"
biz.arrowstar.funnyfood3,"android.app.ActivityManager.getRunningAppProcesses,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperator,android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.net.wifi.WifiInfo.getSSID","App activity,App info and performance,Diagnostics,Personal info,Device or other IDs"
block.puzzle.sudoku.free.game.classic.offline,"android.telephony.TelephonyManager.getSubscriberId,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperator,android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,java.io.File.getTotalSpace,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,Personal info,App info and performance,App activity,Other app performance data,Diagnostics"
blockpuzzle.new1010.jewelgames.puzzlegames,"java.io.File.getTotalSpace,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkCountryIso,android.net.wifi.WifiInfo.getSSID,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName","App info and performance,Other app performance data,Personal info,Device or other IDs,Diagnostics"
bloodpressure.bloodpressureapppro.bloodpressureapp,android.telephony.TelephonyManager.getNetworkCountryIso,Personal info
br.com.rodrigokolb.realdrum,"android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningTasks,android.telephony.TelephonyManager.getNetworkOperator,android.location.LocationManager.getLastKnownLocation,android.telephony.TelephonyManager.getNetworkOperatorName,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkCountryIso","Diagnostics,App activity,Device or other IDs,Location,Precise location,Approximate location,Personal info"
br.com.tapps.donotdisturb,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getTotalSpace,java.io.File.getFreeSpace","Personal info,Other app performance data"
br.com.tapps.donotdisturb2,"java.io.File.getFreeSpace,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName","Other app performance data,Personal info"
br.com.tapps.donotdisturb3,"java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperatorName","Other app performance data,Personal info"
breastenlarger.bodyeditor.photoeditor,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
bts.kpop.piano.music.tiles,"android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningTasks,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy","Device or other IDs,App info and performance,Diagnostics,App activity,Personal info"
call.blacklist.blocker,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.SubscriptionManager.getActiveSubscriptionInfoList,android.telephony.TelephonyManager.requestCellInfoUpdate,android.location.LocationManager.getLastKnownLocation,android.telephony.SubscriptionManager.getActiveSubscriptionInfoForSimSlotIndex,android.telephony.TelephonyManager.getCellLocation,android.telephony.TelephonyManager.getNetworkOperatorName,android.location.LocationManager.requestLocationUpdates","Personal info,Location,Precise location,Approximate location"
callid.name.announcer,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.SubscriptionManager.getActiveSubscriptionInfoList,java.io.File.getFreeSpace,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.location.LocationManager.getLastKnownLocation","Personal info,Other app performance data,Location,Precise location,Approximate location"
cam.camy,android.os.PowerManager.getCurrentThermalStatus,Diagnostics
camera.selfie.editor,"android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkCountryIso,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getVmPolicy","App activity,App info and performance,Diagnostics,Personal info,Device or other IDs"
candymanor.homedesign.match3,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
car.line.race,"android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getTotalSpace,java.io.File.getFreeSpace,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.app.usage.UsageStatsManager.getAppStandbyBucket","Personal info,App info and performance,Other app performance data,Diagnostics"
car.smash.drive,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
catdog.music.tiles.challenge,"android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,java.io.File.getFreeSpace,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getTotalSpace","Personal info,App info and performance,Other app performance data,Diagnostics"
ch.protonmail.android,android.net.wifi.WifiInfo.getSSID,Device or other IDs
ch.protonvpn.android,android.app.ActivityManager.getRunningAppProcesses,App activity
classic.card.solitaire.pgmaker,"java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkCountryIso","Other app performance data,Personal info"
cleaner.antivirus,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.app.ActivityManager.getRunningAppProcesses,android.os.PowerManager.getCurrentThermalStatus","App info and performance,Device or other IDs,App activity,Diagnostics"
club.appcanvas.www.android5f4d6f2b56425,"android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy","App info and performance,Diagnostics"
cm.clean.master.cleaner.booster.cpu.cooler,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
cn.danatech.xingseus,"java.io.File.getFreeSpace,java.io.File.getTotalSpace",Other app performance data
cn.fitdays.fitdays,"android.telephony.TelephonyManager.getSubscriberId,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getDeviceId,android.telephony.TelephonyManager.getImei,android.telephony.TelephonyManager.getSimSerialNumber,android.os.Build.getSerial,android.os.StrictMode.getThreadPolicy,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getPhoneCount","Device or other IDs,App activity,App info and performance,Other app performance data"
cn.wps.moffice_eng,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy",App info and performance
co.bitx.android.wallet,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy",App info and performance
co.familykeeper.kids,"android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getUsableSpace","Device or other IDs,App info and performance,Personal info,Other app performance data"
co.familykeeper.parents,java.io.File.getUsableSpace,Other app performance data
co.happybits.marcopolo,java.io.File.getUsableSpace,Other app performance data
co.kitetech.messenger,"android.location.LocationManager.getLastKnownLocation,android.telephony.TelephonyManager.getNetworkCountryIso","Location,Precise location,Approximate location,Personal info"
co.pamobile.minecraft.addonsmaker,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkCountryIso","Personal info,Device or other IDs"
co.pamobile.pokemon.cardmaker,"android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator","App activity,Device or other IDs"
co.peppertheapp.android,"java.io.File.getUsableSpace,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy","App info and performance,Other app performance data"
co.real.productionreal2,java.io.File.getUsableSpace,Other app performance data
co.theguru.sch,"android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy,android.location.LocationManager.requestLocationUpdates","App info and performance,Personal info,Location,Precise location,Approximate location"
co.togetherai.kids,"android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus","App info and performance,Personal info,App activity,Diagnostics"
co.vulcanlabs.printer,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkCountryIso","Personal info,Device or other IDs,Diagnostics,App activity"
co.vulcanlabs.rokuremote,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
co.vulcanlabs.samsungremote,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
codematics.universal.tv.remote.control,"android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getVmPolicy","App info and performance,Diagnostics,App activity,Device or other IDs"
color.art.one.number.free.paint.game.puzzle,android.app.ActivityManager.getRunningAppProcesses,App activity
com.a237global.nkotb,"android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy","App info and performance,App activity"
com.aa.Car.Driving.GT.Stunts.Racing2,"android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,App info and performance,App activity,Personal info,Diagnostics"
com.aadevelopers.volumebooster,"android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkCountryIso","App info and performance,App activity,Device or other IDs,Diagnostics,Personal info"
com.abc.abcnews,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
com.abclocal.kabc.news,"android.telephony.TelephonyManager.getNetworkOperator,android.net.wifi.WifiInfo.getSSID,android.os.PowerManager.getCurrentThermalStatus,android.os.Build.getSerial","Device or other IDs,Diagnostics"
com.abclocal.kgo.news,"android.os.Build.getSerial,android.telephony.TelephonyManager.getNetworkOperator,android.net.wifi.WifiInfo.getSSID,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,Diagnostics"
