Package Name,PIIS,Data Safety Labels
ludo.lush.games.video.calling,"DeviceName,BuildNumber",Device or other IDs
me.eladga.finddiamonds,"DeviceName,BuildNumber",Device or other IDs
me.number.app.im,"Latitude,Longitude",Location
me.talkyou.app.im,"Latitude,Longitude",Location
media.audioplayer.musicplayer,"DeviceName,BuildNumber",Device or other IDs
media.music.mp3player.musicplayer,"DeviceName,BuildNumber",Device or other IDs
media.music.musicplayer,"DeviceName,BuildNumber",Device or other IDs
menloseweight.loseweightappformen.weightlossformen,"BuildNumber,DeviceName",Device or other IDs
messages.chat.free.text.messaging.sms,"BuildNumber,DeviceName",Device or other IDs
messenger.sms,"BuildNumber,DeviceName",Device or other IDs
minecraft.mk.mods.h,"BuildNumber,DeviceName",Device or other IDs
minecraft.mk.mods.j,"BuildNumber,DeviceName",Device or other IDs
mirrorapp.lightmirror.beautymirror.makeupmirror,"BuildNumber,DeviceName",Device or other IDs
misplayer.games.archery,"BuildNumber,DeviceName",Device or other IDs
mm.com.atom.store,"BuildNumber,DeviceName",Device or other IDs
mmapps.mirror.free,"BuildNumber,DeviceName",Device or other IDs
mobi.byss.instaweather.watchface,"BuildNumber,DeviceName",Device or other IDs
mobi.firedepartment,DeviceName,Device or other IDs
mobi.mangatoon.comics.aphone,"BuildNumber,DeviceName",Device or other IDs
moneyturn.app,"BuildNumber,DeviceName",Device or other IDs
mp3.videomp3convert.ringtonemaker.recorder,"DeviceName,BuildNumber",Device or other IDs
mp3converter.videotomp3.ringtonemaker,"BuildNumber,DeviceName",Device or other IDs
mureung.obdproject,"Email,Name,Surname,BuildNumber,DeviceName","Emails,Personal info,Device or other IDs"
musicplayer.hdvideoplayer.backgroundmusic,"BuildNumber,DeviceName",Device or other IDs
musicplayer.musicapps.music.mp3player,"BuildNumber,DeviceName",Device or other IDs
myhome.kdomo.com,"BuildNumber,DeviceName",Device or other IDs
mylittleprincess.castle.free,"BuildNumber,DeviceName",Device or other IDs
mylittleprincess.stores.free,"BuildNumber,DeviceName",Device or other IDs
mymusic.offlinemusicplayer.mp3player.playmusic,"BuildNumber,DeviceName",Device or other IDs
mytown.airport.free,"BuildNumber,DeviceName",Device or other IDs
mytown.amusementpark.free,"BuildNumber,DeviceName",Device or other IDs
mytown.bakery.free,"BuildNumber,DeviceName",Device or other IDs
mytown.beach.free,"BuildNumber,DeviceName",Device or other IDs
mytown.beautycontest.free,"BuildNumber,DeviceName",Device or other IDs
mytown.cinema.free,"BuildNumber,DeviceName",Device or other IDs
mytown.danceschool.free,"BuildNumber,DeviceName",Device or other IDs
mytown.daycare.free,"BuildNumber,DeviceName",Device or other IDs
mytown.fashion,"BuildNumber,DeviceName",Device or other IDs
mytown.firestation.free,"BuildNumber,DeviceName",Device or other IDs
mytown.friendsclub,"BuildNumber,DeviceName",Device or other IDs
mytown.friendshouse.free,"BuildNumber,DeviceName",Device or other IDs
mytown.garage.free,"BuildNumber,DeviceName",Device or other IDs
mytown.grandparents.free,"BuildNumber,DeviceName",Device or other IDs
mytown.hauntedhouse.free,"BuildNumber,DeviceName",Device or other IDs
mytown.home,"BuildNumber,DeviceName",Device or other IDs
mytown.hospital.free,"BuildNumber,DeviceName",Device or other IDs
mytown.hotel.free,"BuildNumber,DeviceName",Device or other IDs
mytown.mall.free,"BuildNumber,DeviceName",Device or other IDs
mytown.museum.free,"BuildNumber,DeviceName",Device or other IDs
mytown.mytownworld,"BuildNumber,DeviceName",Device or other IDs
mytown.pets.free,"BuildNumber,DeviceName",Device or other IDs
mytown.police,"BuildNumber,DeviceName",Device or other IDs
mytown.preschool.free,"BuildNumber,DeviceName",Device or other IDs
mytown.school.free,"BuildNumber,DeviceName",Device or other IDs
mytown.spa.free,"BuildNumber,DeviceName",Device or other IDs
mytown.stores.free,"BuildNumber,DeviceName",Device or other IDs
mytown.street.free,"BuildNumber,DeviceName",Device or other IDs
mytown.wedding.free,"BuildNumber,DeviceName",Device or other IDs
net.allm.mysos,"BuildNumber,DeviceName",Device or other IDs
net.ambientweather.dashboard,"BuildNumber,DeviceName",Device or other IDs
net.balinsweb.asd.ourzoob,"BuildNumber,DeviceName",Device or other IDs
net.booksy.business,"BuildNumber,DeviceName",Device or other IDs
net.booksy.customer,"BuildNumber,DeviceName",Device or other IDs
net.female.fitness.women.workout,"BuildNumber,DeviceName",Device or other IDs
net.greward.app,"BuildNumber,DeviceName",Device or other IDs
net.paniniamerica.direct,"BuildNumber,DeviceName",Device or other IDs
net.peakgames.mobile.spades.android,DeviceName,Device or other IDs
net.skillcap.farkle,"BuildNumber,DeviceName",Device or other IDs
net.wyvernware.whosthealien,"BuildNumber,DeviceName",Device or other IDs
network.kalock.myanmar2d.lc,"AdvertisingID,BuildNumber,DeviceName",Device or other IDs
ninja.creed.sniper.real3d.action.free.android,"BuildNumber,DeviceName,AdvertisingID",Device or other IDs
no.mobitroll.kahoot.android,"BuildNumber,DeviceName",Device or other IDs
online.cashalarm.app,"BuildNumber,DeviceName",Device or other IDs
online.cashemall.app,"BuildNumber,DeviceName",Device or other IDs
online.cashyy.app,"BuildNumber,DeviceName",Device or other IDs
online.moneywell.app,"BuildNumber,DeviceName",Device or other IDs
online.theluckyminer.app,"BuildNumber,DeviceName",Device or other IDs
org.codespark.thefoos,"BuildNumber,DeviceName",Device or other IDs
org.contentarcade.apps.logomaker,"BuildNumber,DeviceName",Device or other IDs
org.coursera.android,"BuildNumber,DeviceName",Device or other IDs
org.findmykids.app,"DeviceName,BuildNumber",Device or other IDs
org.iggymedia.periodtracker,"BuildNumber,DeviceName",Device or other IDs
org.inaturalist.seek,"BuildNumber,DeviceName",Device or other IDs
org.khanacademy.android,DeviceName,Device or other IDs
org.khankids.android,"BuildNumber,DeviceName",Device or other IDs
org.mozilla.firefox,"BuildNumber,DeviceName",Device or other IDs
org.ncsasports.rms,DeviceName,Device or other IDs
org.plantnet,"BuildNumber,DeviceName,Latitude,Longitude","Device or other IDs,Location"
org.toshi,"BuildNumber,DeviceName",Device or other IDs
paint.by.number.tap.coloring.book,"BuildNumber,DeviceName",Device or other IDs
park.car.parking.games.master.mania,"BuildNumber,DeviceName",Device or other IDs
park.master.car.parking.games,"BuildNumber,DeviceName",Device or other IDs
pdf.document.reader,"AdvertisingID,BuildNumber,DeviceName",Device or other IDs
pdf.document.scanner,"BuildNumber,DeviceName",Device or other IDs
pdf.pdfreader.viewer.editor.free,"BuildNumber,DeviceName",Device or other IDs
pdf.reader.pdfviewer.pdfeditor,"BuildNumber,DeviceName",Device or other IDs
pdf.scanner.scannerapp.free.pdfscanner,"BuildNumber,DeviceName",Device or other IDs
pdf.tap.scanner,"BuildNumber,DeviceName",Device or other IDs
pedometer.stepcounter.calorieburner.pedometerforwalking,"BuildNumber,DeviceName",Device or other IDs
pedometer.steptracker.calorieburner.stepcounter,"BuildNumber,DeviceName",Device or other IDs
periodtracker.pregnancy.ovulationtracker,"BuildNumber,DeviceName",Device or other IDs
piano.magic.tiles.challenge.music.free,"BuildNumber,DeviceName",Device or other IDs
piano.tiles.magic.tiles.challenge.music.free,"BuildNumber,DeviceName",Device or other IDs
plant.identification.snap,"BuildNumber,DeviceName",Device or other IDs
pr.gahvare.gahvare,"BuildNumber,DeviceName",Device or other IDs
puzzle.blockpuzzle.cube.relax,"BuildNumber,DeviceName",Device or other IDs
puzzle.game.find.differences,"BuildNumber,DeviceName",Device or other IDs
puzzle.games.bubble.shooter.deluxe,"DeviceName,BuildNumber",Device or other IDs
qrcode.reader.barcode.scanner,"BuildNumber,DeviceName",Device or other IDs
qrcodereader.barcodescanner.scan.qrscanner,"BuildNumber,DeviceName",Device or other IDs
relax.sleep.relaxation.sleepingsounds,"BuildNumber,DeviceName,AdvertisingID",Device or other IDs
remote.control.for.roku.tv,"BuildNumber,DeviceName",Device or other IDs
ringtone.maker.mp3.cutter.audio,"BuildNumber,DeviceName",Device or other IDs
ru.cian.main,"DeviceName,BuildNumber",Device or other IDs
running.tracker.gps.map,"BuildNumber,DeviceName",Device or other IDs
saveit.whatsappstatussaver.whatsappsaver,"BuildNumber,DeviceName",Device or other IDs
selfie.photo.apps.rhinoplasty,"BuildNumber,DeviceName",Device or other IDs
selfiecamera.beauty.filter.beautycam.youbeautymakeup,"BuildNumber,DeviceName",Device or other IDs
sensustech.universal.tv.remote.control,"BuildNumber,DeviceName",Device or other IDs
sg.bigo.live,"DeviceName,BuildNumber",Device or other IDs
shareit.lite,"BuildNumber,DeviceName",Device or other IDs
simple.babytracker.newbornfeeding.babycare,"BuildNumber,DeviceName",Device or other IDs
six.pack.abs.abc.workout,"BuildNumber,DeviceName,AdvertisingID",Device or other IDs
sixpack.sixpackabs.absworkout,"BuildNumber,DeviceName",Device or other IDs
sk.inlogic.hillzombieracingearntodie,"BuildNumber,DeviceName",Device or other IDs
sk.inlogicgames.minigolftour,"BuildNumber,DeviceName",Device or other IDs
snake.battle.arcade.io.game,"BuildNumber,DeviceName",Device or other IDs
solitaire.patience.card.games.klondike.free,"BuildNumber,DeviceName",Device or other IDs
sonic.bubbleshoot.classic,"BuildNumber,DeviceName",Device or other IDs
sortpuz.water.sort.puzzle.game,"BuildNumber,DeviceName",Device or other IDs
steptracker.healthandfitness.walkingtracker.pedometer,"BuildNumber,DeviceName",Device or other IDs
strong.vibrator.massage.vibration.forwomen,"BuildNumber,DeviceName",Device or other IDs
sudoku.puzzle.free.game.brain,"BuildNumber,DeviceName",Device or other IDs
tattoo.coloring.book.color.by.number.paint.by.number,"BuildNumber,DeviceName",Device or other IDs
tic.tac.toe.two.player.board.games,"BuildNumber,DeviceName",Device or other IDs
tile.master.connect.matching.game,"BuildNumber,DeviceName",Device or other IDs
tiles.piano.anime.music.tiles,"BuildNumber,DeviceName",Device or other IDs
tools.weather.forecast,"BuildNumber,DeviceName",Device or other IDs
triple.master.puzzle,"AdvertisingID,BuildNumber,DeviceName",Device or other IDs
tv.alphablocks.numberblocksworld,"BuildNumber,DeviceName",Device or other IDs
tv.flosports,"BuildNumber,DeviceName",Device or other IDs
uk.co.bluezoo.numberblocks.meet,"BuildNumber,DeviceName",Device or other IDs
uk.co.christianhypnobirthing.androidoverview,"BuildNumber,DeviceName",Device or other IDs
uk.co.yakuto.PingPongKing,"BuildNumber,DeviceName",Device or other IDs
uk.co.yakuto.TableTennisTouch,"BuildNumber,DeviceName",Device or other IDs
us.current.android,"BuildNumber,DeviceName",Device or other IDs
us.fakevideocallingprank.jasonfriday,"BuildNumber,DeviceName",Device or other IDs
us.nobarriers.elsa,"BuildNumber,DeviceName",Device or other IDs
us.openocean.proangler,"BuildNumber,DeviceName",Device or other IDs
venom.city.survival.craft.mc.free,"BuildNumber,DeviceName",Device or other IDs
video.reface.app,"BuildNumber,DeviceName",Device or other IDs
vivino.web.app,Email,Emails
vn.edugames.phone4kids,"BuildNumber,DeviceName",Device or other IDs
voicechanger.voiceeffects.soundeffects.voiceavatar,"BuildNumber,DeviceName",Device or other IDs
volumebooster.sound.loud.speaker.booster,"BuildNumber,DeviceName",Device or other IDs
walkie.talkie.among.us.friends,"BuildNumber,DeviceName",Device or other IDs
walkie.talkie.talk,"BuildNumber,DeviceName",Device or other IDs
water.sort.puzzle.game.color.sorting.free,"BuildNumber,DeviceName",Device or other IDs
women.workout.female.fitness,"BuildNumber,DeviceName",Device or other IDs
wood.blockpuzzle.game.jewel.classic,"BuildNumber,DeviceName",Device or other IDs
workoutforwomen.femalefitness.womenworkout.loseweight,"BuildNumber,DeviceName",Device or other IDs
www.whimmusic.info,"BuildNumber,DeviceName",Device or other IDs
xyz.aethersx2.android,"BuildNumber,DeviceName",Device or other IDs
yducky.application.babytime,"BuildNumber,DeviceName",Device or other IDs
yogaworkout.dailyyoga.go.weightloss.loseweight,"BuildNumber,DeviceName",Device or other IDs
